tti,ue,sinr_db,cqi,bits_per_rb,rb_err_prob
25,21,23.43,15,840,0.000100
25,22,13.84,10,408,0.009247
25,23,10.37,8,288,0.130758
25,24,8.10,7,240,0.480917
25,25,4.95,5,144,0.919574
25,26,30.00,15,840,0.000100
25,27,17.36,12,552,0.000560
25,28,18.91,12,552,0.000162
25,29,13.42,10,408,0.012967
25,30,30.00,15,840,0.000100
25,31,29.64,15,840,0.000100
26,0,17.36,12,552,0.000558
26,1,10.81,8,288,0.095454
26,2,3.00,4,120,0.982017
26,3,14.94,10,408,0.003870
26,4,7.89,7,240,0.522811
26,5,21.59,14,744,0.000100
26,6,23.29,15,840,0.000100
26,7,17.87,12,552,0.000373
26,8,9.18,8,288,0.280046
26,9,23.42,15,840,0.000100
26,10,11.42,9,336,0.060985
26,11,25.66,15,840,0.000100
26,12,22.54,14,744,0.000100
26,13,8.73,7,240,0.358591
26,14,30.00,15,840,0.000100
26,15,30.00,15,840,0.000100
26,16,15.91,11,480,0.001786
26,17,10.34,8,288,0.133561
26,18,4.06,5,144,0.959083
26,19,7.22,7,240,0.651708
26,20,30.00,15,840,0.000100
26,21,24.45,15,840,0.000100
26,22,14.76,10,408,0.004463
26,23,8.35,7,240,0.431168
26,24,8.12,7,240,0.476780
26,25,5.48,6,192,0.882484
26,26,30.00,15,840,0.000100
26,27,17.26,12,552,0.000605
26,28,18.82,12,552,0.000173
26,29,13.52,10,408,0.011901
26,30,30.00,15,840,0.000100
26,31,29.09,15,840,0.000100
27,0,17.77,12,552,0.000402
27,1,12.34,9,336,0.030068
27,2,3.52,5,144,0.973014
27,3,17.59,12,552,0.000467
27,4,6.54,6,192,0.762713
27,5,21.36,14,744,0.000100
27,6,24.30,15,840,0.000100
27,7,17.54,12,552,0.000484
27,8,11.79,9,336,0.046045
27,9,21.34,14,744,0.000100
27,10,10.47,8,288,0.121355
27,11,25.54,15,840,0.000100
27,12,22.25,14,744,0.000100
27,13,10.69,8,288,0.104249
27,14,30.00,15,840,0.000100
27,15,30.00,15,840,0.000100
27,16,17.30,12,552,0.000588
27,17,10.89,8,288,0.089838
27,18,4.77,5,144,0.929694
27,19,8.63,7,240,0.376606
27,20,30.00,15,840,0.000100
27,21,25.15,15,840,0.000100
27,22,13.64,10,408,0.010873
27,23,11.01,9,336,0.082556
27,24,6.74,6,192,0.733380
27,25,7.24,7,240,0.647234
27,26,30.00,15,840,0.000100
27,27,17.61,12,552,0.000457
27,28,18.52,12,552,0.000221
27,29,12.42,9,336,0.028307
27,30,30.00,15,840,0.000100
27,31,30.00,15,840,0.000100
28,0,17.47,12,552,0.000511
28,1,15.11,11,480,0.003368
28,2,0.52,3,96,0.997479
28,3,18.21,12,552,0.000284
28,4,8.28,7,240,0.443719
28,5,20.25,13,648,0.000100
28,6,22.42,14,744,0.000100
28,7,17.18,12,552,0.000646
28,8,9.52,8,288,0.229234
28,9,22.94,14,744,0.000100
28,10,9.84,8,288,0.186168
28,11,27.01,15,840,0.000100
28,12,22.76,14,744,0.000100
28,13,10.27,8,288,0.140076
28,14,30.00,15,840,0.000100
28,15,30.00,15,840,0.000100
28,16,18.21,12,552,0.000284
28,17,10.43,8,288,0.125246
28,18,5.88,6,192,0.845368
28,19,8.35,7,240,0.430873
28,20,30.00,15,840,0.000100
28,21,25.33,15,840,0.000100
28,22,11.52,9,336,0.056260
28,23,9.82,8,288,0.188912
28,24,7.43,7,240,0.611313
28,25,7.42,7,240,0.613357
28,26,30.00,15,840,0.000100
28,27,17.45,12,552,0.000521
28,28,18.94,12,552,0.000158
28,29,12.32,9,336,0.030617
28,30,29.10,15,840,0.000100
28,31,30.00,15,840,0.000100
29,0,18.56,12,552,0.000215
29,1,15.09,11,480,0.003420
29,2,3.14,5,144,0.979936
29,3,17.51,12,552,0.000496
29,4,7.23,7,240,0.649015
29,5,18.66,12,552,0.000198
29,6,22.90,14,744,0.000100
29,7,17.72,12,552,0.000418
29,8,8.92,7,240,0.324119
29,9,22.96,14,744,0.000100
29,10,7.79,7,240,0.542008
29,11,24.95,15,840,0.000100
29,12,22.08,14,744,0.000100
29,13,10.96,8,288,0.085724
29,14,30.00,15,840,0.000100
29,15,30.00,15,840,0.000100
29,16,16.93,11,480,0.000791
29,17,9.56,8,288,0.223427
29,18,6.88,6,192,0.709788
29,19,9.04,8,288,0.303816
29,20,30.00,15,840,0.000100
29,21,23.38,15,840,0.000100
29,22,14.22,10,408,0.006829
29,23,10.37,8,288,0.130647
29,24,6.79,6,192,0.725437
29,25,7.08,7,240,0.676972
29,26,30.00,15,840,0.000100
29,27,18.03,12,552,0.000327
29,28,20.37,13,648,0.000100
29,29,13.05,10,408,0.017236
29,30,28.43,15,840,0.000100
29,31,30.00,15,840,0.000100
30,0,18.88,12,552,0.000165
30,1,16.41,11,480,0.001194
30,2,4.98,5,144,0.918171
30,3,18.26,12,552,0.000272
30,4,8.97,7,240,0.314528
30,5,17.69,12,552,0.000428
30,6,22.79,14,744,0.000100
30,7,18.48,12,552,0.000229
30,8,7.76,7,240,0.547307
30,9,25.28,15,840,0.000100
30,10,8.52,7,240,0.397258
30,11,26.90,15,840,0.000100
30,12,21.86,14,744,0.000100
30,13,11.45,9,336,0.059593
30,14,28.03,15,840,0.000100
30,15,30.00,15,840,0.000100
30,16,17.17,12,552,0.000650
30,17,10.04,8,288,0.163379
30,18,5.23,6,192,0.901384
30,19,9.62,8,288,0.214912
30,20,30.00,15,840,0.000100
30,21,25.03,15,840,0.000100
30,22,15.79,11,480,0.001969
30,23,10.39,8,288,0.128847
30,24,8.13,7,240,0.473046
30,25,6.28,6,192,0.798870
30,26,30.00,15,840,0.000100
30,27,19.67,13,648,0.000100
30,28,20.82,13,648,0.000100
30,29,12.59,9,336,0.024796
30,30,26.78,15,840,0.000100
30,31,30.00,15,840,0.000100
31,0,20.35,13,648,0.000100
31,1,14.79,10,408,0.004358
31,2,3.63,5,144,0.970610
31,3,16.74,11,480,0.000919
31,4,8.12,7,240,0.475436
31,5,18.34,12,552,0.000255
31,6,24.38,15,840,0.000100
31,7,17.51,12,552,0.000495
31,8,3.85,5,144,0.965218
31,9,24.33,15,840,0.000100
31,10,9.47,8,288,0.236045
31,11,27.23,15,840,0.000100
31,12,20.58,13,648,0.000100
31,13,11.18,9,336,0.072766
31,14,27.34,15,840,0.000100
31,15,30.00,15,840,0.000100
31,16,17.93,12,552,0.000354
31,17,11.48,9,336,0.058160
31,18,4.28,5,144,0.951402
31,19,8.24,7,240,0.452748
31,20,30.00,15,840,0.000100
31,21,24.66,15,840,0.000100
31,22,17.01,12,552,0.000741
31,23,10.55,8,288,0.115423
31,24,9.45,8,288,0.238015
31,25,6.03,6,192,0.829035
31,26,30.00,15,840,0.000100
31,27,18.38,12,552,0.000247
31,28,21.06,14,744,0.000100
31,29,11.84,9,336,0.044278
31,30,25.87,15,840,0.000100
31,31,30.00,15,840,0.000100
32,0,19.63,13,648,0.000100
32,1,12.41,9,336,0.028449
32,2,4.41,5,144,0.946462
32,3,16.35,11,480,0.001255
32,4,7.27,7,240,0.642603
32,5,20.48,13,648,0.000100
32,6,25.57,15,840,0.000100
32,7,19.85,13,648,0.000100
32,8,4.72,5,144,0.932344
32,9,23.74,15,840,0.000100
32,10,10.28,8,288,0.139257
32,11,27.12,15,840,0.000100
32,12,20.69,13,648,0.000100
32,13,10.76,8,288,0.099002
32,14,30.00,15,840,0.000100
32,15,30.00,15,840,0.000100
32,16,18.17,12,552,0.000293
32,17,11.89,9,336,0.042620
32,18,4.71,5,144,0.933137
32,19,6.59,6,192,0.755820
32,20,30.00,15,840,0.000100
32,21,24.19,15,840,0.000100
32,22,15.55,11,480,0.002368
32,23,12.34,9,336,0.030226
32,24,9.74,8,288,0.199440
32,25,4.71,5,144,0.932891
32,26,30.00,15,840,0.000100
32,27,18.46,12,552,0.000232
32,28,17.62,12,552,0.000456
32,29,12.05,9,336,0.037593
32,30,24.44,15,840,0.000100
32,31,26.79,15,840,0.000100
33,0,18.14,12,552,0.000300
33,1,11.80,9,336,0.045749
33,2,4.57,5,144,0.939522
33,3,17.87,12,552,0.000373
33,4,7.51,7,240,0.596819
33,5,20.00,13,648,0.000100
33,6,24.30,15,840,0.000100
33,7,20.03,13,648,0.000100
33,8,6.76,6,192,0.729465
33,9,25.63,15,840,0.000100
33,10,10.11,8,288,0.155861
33,11,26.10,15,840,0.000100
33,12,19.92,13,648,0.000100
33,13,10.69,8,288,0.104089
33,14,28.80,15,840,0.000100
33,15,30.00,15,840,0.000100
33,16,16.14,11,480,0.001482
33,17,13.31,10,408,0.014094
33,18,4.52,5,144,0.941950
33,19,6.46,6,192,0.774511
33,20,30.00,15,840,0.000100
33,21,23.66,15,840,0.000100
33,22,15.67,11,480,0.002159
33,23,12.13,9,336,0.035332
33,24,9.21,8,288,0.275891
33,25,5.32,6,192,0.895321
33,26,30.00,15,840,0.000100
33,27,17.36,12,552,0.000559
33,28,17.77,12,552,0.000404
33,29,11.45,9,336,0.059582
33,30,23.40,15,840,0.000100
33,31,28.49,15,840,0.000100
34,0,18.58,12,552,0.000210
34,1,12.71,9,336,0.022609
34,2,2.12,4,120,0.991035
34,3,18.92,12,552,0.000161
34,4,8.72,7,240,0.359262
34,5,18.49,12,552,0.000226
34,6,24.51,15,840,0.000100
34,7,18.78,12,552,0.000179
34,8,7.93,7,240,0.513021
34,9,24.75,15,840,0.000100
34,10,11.87,9,336,0.043319
34,11,24.51,15,840,0.000100
34,12,19.66,13,648,0.000100
34,13,10.66,8,288,0.106391
34,14,28.75,15,840,0.000100
34,15,30.00,15,840,0.000100
34,16,15.90,11,480,0.001791
34,17,12.20,9,336,0.033625
34,18,3.14,5,144,0.979854
34,19,8.64,7,240,0.374430
34,20,30.00,15,840,0.000100
34,21,22.80,14,744,0.000100
34,22,15.43,11,480,0.002616
34,23,13.00,10,408,0.017927
34,24,8.00,7,240,0.499772
34,25,6.69,6,192,0.740376
34,26,30.00,15,840,0.000100
34,27,18.06,12,552,0.000321
34,28,16.78,11,480,0.000891
34,29,11.72,9,336,0.048629
34,30,24.44,15,840,0.000100
34,31,29.68,15,840,0.000100
35,0,18.20,12,552,0.000285
35,1,15.27,11,480,0.002961
35,2,-0.71,2,72,0.999063
35,3,19.50,13,648,0.000101
35,4,9.78,8,288,0.194280
35,5,20.64,13,648,0.000100
35,6,23.25,15,840,0.000100
35,7,17.37,12,552,0.000557
35,8,9.31,8,288,0.259838
35,9,22.35,14,744,0.000100
35,10,10.94,8,288,0.086900
35,11,25.67,15,840,0.000100
35,12,21.94,14,744,0.000100
35,13,10.54,8,288,0.115666
35,14,30.00,15,840,0.000100
35,15,30.00,15,840,0.000100
35,16,16.27,11,480,0.001341
35,17,14.10,10,408,0.007541
35,18,4.03,5,144,0.959812
35,19,5.91,6,192,0.842169
35,20,30.00,15,840,0.000100
35,21,21.08,14,744,0.000100
35,22,15.91,11,480,0.001786
35,23,14.63,10,408,0.004963
35,24,8.59,7,240,0.384010
35,25,7.81,7,240,0.538114
35,26,30.00,15,840,0.000100
35,27,21.48,14,744,0.000100
35,28,18.56,12,552,0.000214
35,29,10.52,8,288,0.117625
35,30,24.57,15,840,0.000100
35,31,30.00,15,840,0.000100
36,0,17.15,12,552,0.000660
36,1,15.88,11,480,0.001825
36,2,1.03,3,96,0.996241
36,3,21.90,14,744,0.000100
36,4,10.33,8,288,0.134216
36,5,20.33,13,648,0.000100
36,6,27.32,15,840,0.000100
36,7,15.84,11,480,0.001879
36,8,9.53,8,288,0.227195
36,9,23.09,15,840,0.000100
36,10,11.26,9,336,0.068625
36,11,26.26,15,840,0.000100
36,12,21.11,14,744,0.000100
36,13,12.21,9,336,0.033293
36,14,30.00,15,840,0.000100
36,15,30.00,15,840,0.000100
36,16,15.50,11,480,0.002468
36,17,13.93,10,408,0.008610
36,18,3.39,5,144,0.975675
36,19,7.19,7,240,0.656484
36,20,29.96,15,840,0.000100
36,21,19.81,13,648,0.000100
36,22,17.32,12,552,0.000579
36,23,16.17,11,480,0.001450
36,24,8.00,7,240,0.499092
36,25,7.26,7,240,0.644267
36,26,30.00,15,840,0.000100
36,27,19.45,13,648,0.000105
36,28,18.44,12,552,0.000236
36,29,9.12,8,288,0.290087
36,30,24.58,15,840,0.000100
36,31,28.25,15,840,0.000100
37,0,18.24,12,552,0.000277
37,1,17.29,12,552,0.000590
37,2,0.04,3,96,0.998287
37,3,20.45,13,648,0.000100
37,4,10.34,8,288,0.133198
37,5,19.01,13,648,0.000150
37,6,26.56,15,840,0.000100
37,7,16.00,11,480,0.001656
37,8,10.04,8,288,0.163924
37,9,22.71,14,744,0.000100
37,10,13.12,10,408,0.016342
37,11,25.89,15,840,0.000100
37,12,23.21,15,840,0.000100
37,13,12.90,9,336,0.019406
37,14,30.00,15,840,0.000100
37,15,30.00,15,840,0.000100
37,16,14.68,10,408,0.004773
37,17,14.27,10,408,0.006607
37,18,3.82,5,144,0.965957
37,19,6.35,6,192,0.788674
37,20,30.00,15,840,0.000100
37,21,21.49,14,744,0.000100
37,22,14.54,10,408,0.005301
37,23,16.85,11,480,0.000841
37,24,9.39,8,288,0.246821
37,25,8.89,7,240,0.329078
37,26,30.00,15,840,0.000100
37,27,18.90,12,552,0.000163
37,28,17.96,12,552,0.000347
37,29,6.87,6,192,0.711626
37,30,23.86,15,840,0.000100
37,31,29.01,15,840,0.000100
38,0,17.41,12,552,0.000537
38,1,16.87,11,480,0.000828
38,2,-0.12,2,72,0.998488
38,3,19.81,13,648,0.000100
38,4,9.36,8,288,0.251476
38,5,17.69,12,552,0.000431
38,6,24.26,15,840,0.000100
38,7,17.73,12,552,0.000415
38,8,10.34,8,288,0.133060
38,9,21.93,14,744,0.000100
38,10,12.05,9,336,0.037765
38,11,24.94,15,840,0.000100
38,12,24.06,15,840,0.000100
38,13,11.52,9,336,0.056341
38,14,29.50,15,840,0.000100
38,15,30.00,15,840,0.000100
38,16,15.89,11,480,0.001808
38,17,16.63,11,480,0.001001
38,18,3.79,5,144,0.966797
38,19,5.35,6,192,0.892650
38,20,30.00,15,840,0.000100
38,21,21.41,14,744,0.000100
38,22,12.63,9,336,0.023993
38,23,15.25,11,480,0.003008
38,24,11.17,9,336,0.073422
38,25,9.63,8,288,0.212913
38,26,30.00,15,840,0.000100
38,27,18.00,12,552,0.000336
38,28,19.30,13,648,0.000118
38,29,6.59,6,192,0.755802
38,30,22.88,14,744,0.000100
38,31,29.75,15,840,0.000100
39,0,19.22,13,648,0.000127
39,1,16.99,11,480,0.000753
39,2,1.89,4,120,0.992540
39,3,20.45,13,648,0.000100
39,4,7.08,7,240,0.676973
39,5,18.52,12,552,0.000222
39,6,23.01,15,840,0.000100
39,7,17.35,12,552,0.000565
39,8,10.99,8,288,0.083921
39,9,22.78,14,744,0.000100
39,10,12.06,9,336,0.037484
39,11,24.22,15,840,0.000100
39,12,24.13,15,840,0.000100
39,13,12.40,9,336,0.028749
39,14,30.00,15,840,0.000100
39,15,30.00,15,840,0.000100
39,16,17.23,12,552,0.000623
39,17,15.38,11,480,0.002715
39,18,4.41,5,144,0.946361
39,19,5.22,6,192,0.902651
39,20,30.00,15,840,0.000100
39,21,20.34,13,648,0.000100
39,22,11.62,9,336,0.052285
39,23,15.37,11,480,0.002748
39,24,12.04,9,336,0.038123
39,25,7.75,7,240,0.550668
39,26,30.00,15,840,0.000100
39,27,17.40,12,552,0.000540
39,28,18.59,12,552,0.000208
39,29,6.82,6,192,0.720294
39,30,23.64,15,840,0.000100
39,31,30.00,15,840,0.000100
40,0,19.36,13,648,0.000113
40,1,15.53,11,480,0.002421
40,2,1.88,4,120,0.992595
40,3,21.53,14,744,0.000100
40,4,5.85,6,192,0.848559
40,5,18.33,12,552,0.000257
40,6,23.99,15,840,0.000100
40,7,17.11,12,552,0.000685
40,8,12.47,9,336,0.027318
40,9,23.51,15,840,0.000100
40,10,11.22,9,336,0.070699
40,11,24.93,15,840,0.000100
40,12,23.48,15,840,0.000100
40,13,11.50,9,336,0.057445
40,14,29.51,15,840,0.000100
40,15,30.00,15,840,0.000100
40,16,17.69,12,552,0.000429
40,17,15.30,11,480,0.002891
40,18,4.46,5,144,0.944410
40,19,6.50,6,192,0.768492
40,20,30.00,15,840,0.000100
40,21,21.18,14,744,0.000100
40,22,11.34,9,336,0.064725
40,23,16.89,11,480,0.000815
40,24,12.96,9,336,0.018588
40,25,10.06,8,288,0.161390
40,26,30.00,15,840,0.000100
40,27,17.29,12,552,0.000592
40,28,18.66,12,552,0.000198
40,29,7.21,7,240,0.652643
40,30,23.05,15,840,0.000100
40,31,30.00,15,840,0.000100
41,0,19.06,13,648,0.000143
41,1,16.60,11,480,0.001029
41,2,3.01,5,144,0.981839
41,3,22.07,14,744,0.000100
41,4,7.14,7,240,0.664752
41,5,17.29,12,552,0.000591
41,6,21.55,14,744,0.000100
41,7,17.50,12,552,0.000502
41,8,12.30,9,336,0.031065
41,9,24.77,15,840,0.000100
41,10,10.81,8,288,0.095377
41,11,28.28,15,840,0.000100
41,12,24.00,15,840,0.000100
41,13,12.60,9,336,0.024509
41,14,27.91,15,840,0.000100
41,15,30.00,15,840,0.000100
41,16,19.13,13,648,0.000135
41,17,15.30,11,480,0.002909
41,18,4.03,5,144,0.960053
41,19,7.07,7,240,0.678268
41,20,30.00,15,840,0.000100
41,21,23.23,15,840,0.000100
41,22,9.80,8,288,0.191421
41,23,18.49,12,552,0.000226
41,24,11.40,9,336,0.061819
41,25,8.38,7,240,0.424542
41,26,30.00,15,840,0.000100
41,27,18.05,12,552,0.000322
41,28,18.46,12,552,0.000232
41,29,7.08,7,240,0.675291
41,30,23.68,15,840,0.000100
41,31,29.43,15,840,0.000100
42,0,16.34,11,480,0.001263
42,1,16.90,11,480,0.000809
42,2,3.35,5,144,0.976257
42,3,19.50,13,648,0.000101
42,4,6.44,6,192,0.777464
42,5,18.18,12,552,0.000290
42,6,20.93,13,648,0.000100
42,7,17.73,12,552,0.000417
42,8,13.03,10,408,0.017582
42,9,25.34,15,840,0.000100
42,10,10.34,8,288,0.133183
42,11,25.88,15,840,0.000100
42,12,23.21,15,840,0.000100
42,13,12.01,9,336,0.038938
42,14,26.53,15,840,0.000100
42,15,30.00,15,840,0.000100
42,16,18.12,12,552,0.000305
42,17,12.77,9,336,0.021470
42,18,3.87,5,144,0.964646
42,19,9.20,8,288,0.276775
42,20,30.00,15,840,0.000100
42,21,21.81,14,744,0.000100
42,22,11.28,9,336,0.067359
42,23,18.60,12,552,0.000208
42,24,9.85,8,288,0.184975
42,25,8.23,7,240,0.454372
42,26,30.00,15,840,0.000100
42,27,19.04,13,648,0.000146
42,28,19.17,13,648,0.000131
42,29,8.78,7,240,0.348928
42,30,23.80,15,840,0.000100
42,31,30.00,15,840,0.000100
43,0,15.42,11,480,0.002644
43,1,16.91,11,480,0.000803
43,2,2.57,4,120,0.987168
43,3,19.49,13,648,0.000102
43,4,6.88,6,192,0.709347
43,5,19.32,13,648,0.000116
43,6,18.67,12,552,0.000197
43,7,17.96,12,552,0.000347
43,8,14.09,10,408,0.007608
43,9,24.82,15,840,0.000100
43,10,10.14,8,288,0.152645
43,11,24.96,15,840,0.000100
43,12,22.68,14,744,0.000100
43,13,11.96,9,336,0.040273
43,14,26.66,15,840,0.000100
43,15,30.00,15,840,0.000100
43,16,16.18,11,480,0.001438
43,17,11.84,9,336,0.044152
43,18,5.34,6,192,0.893716
43,19,10.14,8,288,0.152940
43,20,30.00,15,840,0.000100
43,21,21.62,14,744,0.000100
43,22,11.21,9,336,0.071369
43,23,17.35,12,552,0.000565
43,24,7.65,7,240,0.568614
43,25,8.84,7,240,0.338783
43,26,30.00,15,840,0.000100
43,27,20.34,13,648,0.000100
43,28,20.19,13,648,0.000100
43,29,6.53,6,192,0.764415
43,30,22.74,14,744,0.000100
43,31,30.00,15,840,0.000100
44,0,15.52,11,480,0.002428
44,1,15.90,11,480,0.001794
44,2,4.18,5,144,0.955209
44,3,19.35,13,648,0.000114
44,4,8.91,7,240,0.325403
44,5,19.47,13,648,0.000104
44,6,19.28,13,648,0.000121
44,7,17.90,12,552,0.000364
44,8,12.74,9,336,0.022047
44,9,27.98,15,840,0.000100
44,10,10.47,8,288,0.121970
44,11,25.73,15,840,0.000100
44,12,22.16,14,744,0.000100
44,13,12.25,9,336,0.032295
44,14,27.81,15,840,0.000100
44,15,30.00,15,840,0.000100
44,16,17.40,12,552,0.000543
44,17,13.83,10,408,0.009359
44,18,6.96,6,192,0.696406
44,19,8.98,7,240,0.312989
44,20,30.00,15,840,0.000100
44,21,20.58,13,648,0.000100
44,22,10.85,8,288,0.092730
44,23,18.30,12,552,0.000265
44,24,7.85,7,240,0.530684
44,25,6.72,6,192,0.736259
44,26,30.00,15,840,0.000100
44,27,18.99,12,552,0.000152
44,28,20.18,13,648,0.000100
44,29,7.93,7,240,0.513159
44,30,24.70,15,840,0.000100
44,31,30.00,15,840,0.000100
45,0,14.32,10,408,0.006323
45,1,17.95,12,552,0.000348
45,2,4.49,5,144,0.943020
45,3,18.88,12,552,0.000165
45,4,9.18,8,288,0.280597
45,5,20.52,13,648,0.000100
45,6,19.42,13,648,0.000108
45,7,17.27,12,552,0.000603
45,8,12.06,9,336,0.037353
45,9,27.62,15,840,0.000100
45,10,11.18,9,336,0.072725
45,11,24.95,15,840,0.000100
45,12,22.24,14,744,0.000100
45,13,10.21,8,288,0.145910
45,14,28.51,15,840,0.000100
45,15,30.00,15,840,0.000100
45,16,18.81,12,552,0.000175
45,17,13.29,10,408,0.014274
45,18,7.46,7,240,0.605573
45,19,10.66,8,288,0.106479
45,20,30.00,15,840,0.000100
45,21,21.85,14,744,0.000100
45,22,11.67,9,336,0.050481
45,23,18.27,12,552,0.000270
45,24,6.57,6,192,0.758034
45,25,7.51,7,240,0.596382
45,26,30.00,15,840,0.000100
45,27,20.43,13,648,0.000100
45,28,19.58,13,648,0.000100
45,29,9.32,8,288,0.258827
45,30,23.44,15,840,0.000100
45,31,30.00,15,840,0.000100
46,0,15.11,11,480,0.003388
46,1,18.44,12,552,0.000236
46,2,2.51,4,120,0.987755
46,3,21.44,14,744,0.000100
46,4,8.97,7,240,0.315191
46,5,19.62,13,648,0.000100
46,6,18.32,12,552,0.000260
46,7,16.63,11,480,0.001005
46,8,12.75,9,336,0.021944
46,9,27.92,15,840,0.000100
46,10,12.37,9,336,0.029334
46,11,26.60,15,840,0.000100
46,12,23.01,15,840,0.000100
46,13,8.47,7,240,0.406654
46,14,27.94,15,840,0.000100
46,15,30.00,15,840,0.000100
46,16,20.44,13,648,0.000100
46,17,11.93,9,336,0.041351
46,18,9.12,8,288,0.290512
46,19,11.75,9,336,0.047365
46,20,29.40,15,840,0.000100
46,21,22.47,14,744,0.000100
46,22,11.28,9,336,0.067526
46,23,16.19,11,480,0.001426
46,24,5.36,6,192,0.892122
46,25,8.29,7,240,0.443160
46,26,30.00,15,840,0.000100
46,27,20.36,13,648,0.000100
46,28,19.10,13,648,0.000139
46,29,10.36,8,288,0.131614
46,30,22.49,14,744,0.000100
46,31,30.00,15,840,0.000100
47,0,15.85,11,480,0.001870
47,1,17.62,12,552,0.000454
47,2,1.06,3,96,0.996132
47,3,22.85,14,744,0.000100
47,4,7.83,7,240,0.534211
47,5,19.44,13,648,0.000106
47,6,17.29,12,552,0.000593
47,7,19.15,13,648,0.000134
47,8,11.35,9,336,0.064342
47,9,30.00,15,840,0.000100
47,10,9.81,8,288,0.189848
47,11,23.01,15,840,0.000100
47,12,24.70,15,840,0.000100
47,13,8.42,7,240,0.416784
47,14,27.81,15,840,0.000100
47,15,30.00,15,840,0.000100
47,16,19.16,13,648,0.000132
47,17,11.23,9,336,0.070086
47,18,9.08,8,288,0.296551
47,19,11.27,9,336,0.068205
47,20,28.14,15,840,0.000100
47,21,22.78,14,744,0.000100
47,22,9.49,8,288,0.232372
47,23,15.77,11,480,0.001990
47,24,7.04,7,240,0.683757
47,25,7.35,7,240,0.626741
47,26,30.00,15,840,0.000100
47,27,19.43,13,648,0.000107
47,28,19.67,13,648,0.000100
47,29,10.14,8,288,0.152636
47,30,23.72,15,840,0.000100
47,31,30.00,15,840,0.000100
48,0,18.40,12,552,0.000244
48,1,20.84,13,648,0.000100
48,2,1.49,3,96,0.994569
48,3,21.39,14,744,0.000100
48,4,8.32,7,240,0.436007
48,5,16.51,11,480,0.001104
48,6,17.52,12,552,0.000491
48,7,20.95,13,648,0.000100
48,8,10.58,8,288,0.112762
48,9,30.00,15,840,0.000100
48,10,10.32,8,288,0.135242
48,11,24.68,15,840,0.000100
48,12,24.11,15,840,0.000100
48,13,8.64,7,240,0.373846
48,14,27.52,15,840,0.000100
48,15,30.00,15,840,0.000100
48,16,20.54,13,648,0.000100
48,17,9.80,8,288,0.191512
48,18,10.11,8,288,0.156238
48,19,12.88,9,336,0.019732
48,20,28.95,15,840,0.000100
48,21,21.52,14,744,0.000100
48,22,9.11,8,288,0.291613
48,23,14.08,10,408,0.007665
48,24,7.73,7,240,0.553400
48,25,6.08,6,192,0.823340
48,26,30.00,15,840,0.000100
48,27,19.04,13,648,0.000146
48,28,17.94,12,552,0.000353
48,29,12.60,9,336,0.024634
48,30,26.20,15,840,0.000100
48,31,30.00,15,840,0.000100
49,0,19.39,13,648,0.000110
49,1,19.97,13,648,0.000100
49,2,3.22,5,144,0.978619
49,3,22.70,14,744,0.000100
49,4,10.24,8,288,0.142342
49,5,14.55,10,408,0.005282
49,6,19.84,13,648,0.000100
49,7,20.39,13,648,0.000100
49,8,9.16,8,288,0.282646
49,9,30.00,15,840,0.000100
49,10,8.37,7,240,0.427403
49,11,24.11,15,840,0.000100
49,12,21.67,14,744,0.000100
49,13,9.06,8,288,0.299530
49,14,27.41,15,840,0.000100
49,15,30.00,15,840,0.000100
49,16,20.92,13,648,0.000100
49,17,8.13,7,240,0.473481
49,18,10.12,8,288,0.155271
49,19,11.80,9,336,0.045751
49,20,28.48,15,840,0.000100
49,21,21.89,14,744,0.000100
49,22,9.66,8,288,0.210084
49,23,14.90,10,408,0.003986
49,24,6.87,6,192,0.711069
49,25,6.38,6,192,0.785320
49,26,30.00,15,840,0.000100
49,27,19.16,13,648,0.000133
49,28,17.96,12,552,0.000347
49,29,13.99,10,408,0.008237
49,30,27.10,15,840,0.000100
49,31,29.54,15,840,0.000100
50,0,18.47,12,552,0.000231
50,1,18.59,12,552,0.000210
50,2,5.35,6,192,0.893164
50,3,23.91,15,840,0.000100
50,4,9.49,8,288,0.232597
50,5,15.21,11,480,0.003113
50,6,21.56,14,744,0.000100
50,7,21.88,14,744,0.000100
50,8,7.31,7,240,0.635017
50,9,30.00,15,840,0.000100
50,10,8.06,7,240,0.488361
50,11,23.95,15,840,0.000100
50,12,21.20,14,744,0.000100
50,13,7.75,7,240,0.549656
50,14,26.33,15,840,0.000100
50,15,30.00,15,840,0.000100
50,16,20.60,13,648,0.000100
50,17,8.05,7,240,0.490304
50,18,8.61,7,240,0.380377
50,19,11.02,9,336,0.082047
50,20,30.00,15,840,0.000100
50,21,20.47,13,648,0.000100
50,22,12.50,9,336,0.026623
50,23,13.76,10,408,0.009843
50,24,5.85,6,192,0.848517
50,25,8.41,7,240,0.418228
50,26,30.00,15,840,0.000100
50,27,18.41,12,552,0.000241
50,28,18.93,12,552,0.000160
50,29,12.26,9,336,0.032008
50,30,27.27,15,840,0.000100
50,31,28.96,15,840,0.000100
51,0,19.04,13,648,0.000145
51,1,17.54,12,552,0.000483
51,2,6.57,6,192,0.758658
51,3,24.66,15,840,0.000100
51,4,10.26,8,288,0.140857
51,5,13.19,10,408,0.015464
51,6,19.39,13,648,0.000111
51,7,21.56,14,744,0.000100
51,8,8.32,7,240,0.436173
51,9,30.00,15,840,0.000100
